new_tx_ids,unknown_a,unknown_b
"1-16,1-18",19-1,2-4
"1-16,1-18",19-1,2-5
"1-16,1-18",19-1,2-6
"1-16,1-18",19-1,2-7
"1-16,1-18",19-1,2-8
"1-16,1-18",19-1,20-12
"1-16,1-18",19-1,20-14
"1-16,1-18",19-1,20-16
"1-16,1-18",19-1,20-18
"1-16,1-18",19-1,20-20
"1-16,1-18",19-1,20-3
"1-16,1-18",19-1,20-4
"1-16,1-18",19-1,20-5
"1-16,1-18",19-1,20-7
"1-16,1-18",19-1,20-8
"1-16,1-18",19-1,3-1
"1-16,1-18",19-1,3-13
"1-16,1-18",19-1,3-18
"1-16,1-18",19-1,3-2
"1-16,1-18",19-1,3-8
"1-16,1-18",19-1,4-1
"1-16,1-18",19-1,4-10
"1-16,1-18",19-1,4-11
"1-16,1-18",19-1,5-1
"1-16,1-18",19-1,5-5
"1-16,1-18",19-1,6-1
"1-16,1-18",19-1,6-6
"1-16,1-18",19-1,7-10
"1-16,1-18",19-1,7-11
"1-16,1-18",19-1,7-20
"1-16,1-18",19-1,7-7
"1-16,1-18",19-1,8-1
"1-16,1-18",19-1,8-13
"1-16,1-18",19-1,8-18
"1-16,1-18",19-1,8-3
"1-16,1-18",19-1,8-7
"1-16,1-18",19-1,8-8
"1-16,1-18",19-1,9-1
"1-16,1-18",19-1,9-20
"1-16,1-18",19-10,19-11
"1-16,1-18",19-10,19-12
"1-16,1-18",19-10,19-13
"1-16,1-18",19-10,19-14
"1-16,1-18",19-10,19-19
"1-16,1-18",19-10,19-20
"1-16,1-18",19-10,19-3
"1-16,1-18",19-10,19-4
"1-16,1-18",19-10,19-6
"1-16,1-18",19-10,19-7
"1-16,1-18",19-10,19-8
"1-16,1-18",19-10,19-9
"1-16,1-18",19-10,2-12
"1-16,1-18",19-10,2-13
"1-16,1-18",19-10,2-15
"1-16,1-18",19-10,2-16
"1-16,1-18",19-10,2-19
"1-16,1-18",19-10,2-20
"1-16,1-18",19-10,2-3
"1-16,1-18",19-10,2-4
"1-16,1-18",19-10,2-5
"1-16,1-18",19-10,2-6
"1-16,1-18",19-10,2-7
"1-16,1-18",19-10,2-8
"1-16,1-18",19-10,20-12
"1-16,1-18",19-10,20-14
"1-16,1-18",19-10,20-16
"1-16,1-18",19-10,20-18
"1-16,1-18",19-10,20-20
"1-16,1-18",19-10,20-3
"1-16,1-18",19-10,20-4
"1-16,1-18",19-10,20-5
"1-16,1-18",19-10,20-7
"1-16,1-18",19-10,20-8
"1-16,1-18",19-10,3-1
"1-16,1-18",19-10,3-13
"1-16,1-18",19-10,3-18
"1-16,1-18",19-10,3-2
"1-16,1-18",19-10,3-8
"1-16,1-18",19-10,4-1
"1-16,1-18",19-10,4-10
"1-16,1-18",19-10,4-11
"1-16,1-18",19-10,5-1
"1-16,1-18",19-10,5-5
"1-16,1-18",19-10,6-1
"1-16,1-18",19-10,6-6
"1-16,1-18",19-10,7-10
"1-16,1-18",19-10,7-11
"1-16,1-18",19-10,7-20
"1-16,1-18",19-10,7-7
"1-16,1-18",19-10,8-1
"1-16,1-18",19-10,8-13
"1-16,1-18",19-10,8-18
"1-16,1-18",19-10,8-3
"1-16,1-18",19-10,8-7
"1-16,1-18",19-10,8-8
"1-16,1-18",19-10,9-1
"1-16,1-18",19-10,9-20
"1-16,1-18",19-11,19-12
"1-16,1-18",19-11,19-13
"1-16,1-18",19-11,19-14
"1-16,1-18",19-11,19-19
"1-16,1-18",19-11,19-20
"1-16,1-18",19-11,19-3
"1-16,1-18",19-11,19-4
"1-16,1-18",19-11,19-6
"1-16,1-18",19-11,19-7
"1-16,1-18",19-11,19-8
"1-16,1-18",19-11,19-9
"1-16,1-18",19-11,2-12
"1-16,1-18",19-11,2-13
"1-16,1-18",19-11,2-15
"1-16,1-18",19-11,2-16
"1-16,1-18",19-11,2-19
"1-16,1-18",19-11,2-20
"1-16,1-18",19-11,2-3
"1-16,1-18",19-11,2-4
"1-16,1-18",19-11,2-5
"1-16,1-18",19-11,2-6
"1-16,1-18",19-11,2-7
"1-16,1-18",19-11,2-8
"1-16,1-18",19-11,20-12
"1-16,1-18",19-11,20-14
"1-16,1-18",19-11,20-16
"1-16,1-18",19-11,20-18
"1-16,1-18",19-11,20-20
"1-16,1-18",19-11,20-3
"1-16,1-18",19-11,20-4
"1-16,1-18",19-11,20-5
"1-16,1-18",19-11,20-7
"1-16,1-18",19-11,20-8
"1-16,1-18",19-11,3-1
"1-16,1-18",19-11,3-13
"1-16,1-18",19-11,3-18
"1-16,1-18",19-11,3-2
"1-16,1-18",19-11,3-8
"1-16,1-18",19-11,4-1
"1-16,1-18",19-11,4-10
"1-16,1-18",19-11,4-11
"1-16,1-18",19-11,5-1
"1-16,1-18",19-11,5-5
"1-16,1-18",19-11,6-1
"1-16,1-18",19-11,6-6
"1-16,1-18",19-11,7-10
"1-16,1-18",19-11,7-11
"1-16,1-18",19-11,7-20
"1-16,1-18",19-11,7-7
"1-16,1-18",19-11,8-1
"1-16,1-18",19-11,8-13
"1-16,1-18",19-11,8-18
"1-16,1-18",19-11,8-3
"1-16,1-18",19-11,8-7
"1-16,1-18",19-11,8-8
"1-16,1-18",19-11,9-1
"1-16,1-18",19-11,9-20
"1-16,1-18",19-12,19-13
"1-16,1-18",19-12,19-14
"1-16,1-18",19-12,19-19
"1-16,1-18",19-12,19-20
"1-16,1-18",19-12,19-3
"1-16,1-18",19-12,19-4
"1-16,1-18",19-12,19-6
"1-16,1-18",19-12,19-7
"1-16,1-18",19-12,19-8
"1-16,1-18",19-12,19-9
"1-16,1-18",19-12,2-12
"1-16,1-18",19-12,2-13
"1-16,1-18",19-12,2-15
"1-16,1-18",19-12,2-16
"1-16,1-18",19-12,2-19
"1-16,1-18",19-12,2-20
"1-16,1-18",19-12,2-3
"1-16,1-18",19-12,2-4
"1-16,1-18",19-12,2-5
"1-16,1-18",19-12,2-6
"1-16,1-18",19-12,2-7
"1-16,1-18",19-12,2-8
"1-16,1-18",19-12,20-12
"1-16,1-18",19-12,20-14
"1-16,1-18",19-12,20-16
"1-16,1-18",19-12,20-18
"1-16,1-18",19-12,20-20
"1-16,1-18",19-12,20-3
"1-16,1-18",19-12,20-4
"1-16,1-18",19-12,20-5
"1-16,1-18",19-12,20-7
"1-16,1-18",19-12,20-8
"1-16,1-18",19-12,3-1
"1-16,1-18",19-12,3-13
"1-16,1-18",19-12,3-18
"1-16,1-18",19-12,3-2
"1-16,1-18",19-12,3-8
"1-16,1-18",19-12,4-1
"1-16,1-18",19-12,4-10
"1-16,1-18",19-12,4-11
"1-16,1-18",19-12,5-1
"1-16,1-18",19-12,5-5
"1-16,1-18",19-12,6-1
"1-16,1-18",19-12,6-6
"1-16,1-18",19-12,7-10
"1-16,1-18",19-12,7-11
"1-16,1-18",19-12,7-20
"1-16,1-18",19-12,7-7
"1-16,1-18",19-12,8-1
"1-16,1-18",19-12,8-13
"1-16,1-18",19-12,8-18
"1-16,1-18",19-12,8-3
"1-16,1-18",19-12,8-7
"1-16,1-18",19-12,8-8
"1-16,1-18",19-12,9-1
"1-16,1-18",19-12,9-20
"1-16,1-18",19-13,19-14
"1-16,1-18",19-13,19-19
"1-16,1-18",19-13,19-20
"1-16,1-18",19-13,19-3
"1-16,1-18",19-13,19-4
"1-16,1-18",19-13,19-6
"1-16,1-18",19-13,19-7
"1-16,1-18",19-13,19-8
"1-16,1-18",19-13,19-9
"1-16,1-18",19-13,2-12
"1-16,1-18",19-13,2-13
"1-16,1-18",19-13,2-15
"1-16,1-18",19-13,2-16
"1-16,1-18",19-13,2-19
"1-16,1-18",19-13,2-20
"1-16,1-18",19-13,2-3
"1-16,1-18",19-13,2-4
"1-16,1-18",19-13,2-5
"1-16,1-18",19-13,2-6
"1-16,1-18",19-13,2-7
"1-16,1-18",19-13,2-8
"1-16,1-18",19-13,20-12
"1-16,1-18",19-13,20-14
"1-16,1-18",19-13,20-16
"1-16,1-18",19-13,20-18
"1-16,1-18",19-13,20-20
"1-16,1-18",19-13,20-3
"1-16,1-18",19-13,20-4
"1-16,1-18",19-13,20-5
"1-16,1-18",19-13,20-7
"1-16,1-18",19-13,20-8
"1-16,1-18",19-13,3-1
"1-16,1-18",19-13,3-13
"1-16,1-18",19-13,3-18
"1-16,1-18",19-13,3-2
"1-16,1-18",19-13,3-8
"1-16,1-18",19-13,4-1
"1-16,1-18",19-13,4-10
"1-16,1-18",19-13,4-11
"1-16,1-18",19-13,5-1
"1-16,1-18",19-13,5-5
"1-16,1-18",19-13,6-1
"1-16,1-18",19-13,6-6
"1-16,1-18",19-13,7-10
"1-16,1-18",19-13,7-11
"1-16,1-18",19-13,7-20
"1-16,1-18",19-13,7-7
"1-16,1-18",19-13,8-1
"1-16,1-18",19-13,8-13
"1-16,1-18",19-13,8-18
"1-16,1-18",19-13,8-3
"1-16,1-18",19-13,8-7
"1-16,1-18",19-13,8-8
"1-16,1-18",19-13,9-1
"1-16,1-18",19-13,9-20
"1-16,1-18",19-14,19-19
"1-16,1-18",19-14,19-20
"1-16,1-18",19-14,19-3
"1-16,1-18",19-14,19-4
"1-16,1-18",19-14,19-6
"1-16,1-18",19-14,19-7
"1-16,1-18",19-14,19-8
"1-16,1-18",19-14,19-9
"1-16,1-18",19-14,2-12
"1-16,1-18",19-14,2-13
"1-16,1-18",19-14,2-15
"1-16,1-18",19-14,2-16
"1-16,1-18",19-14,2-19
"1-16,1-18",19-14,2-20
"1-16,1-18",19-14,2-3
"1-16,1-18",19-14,2-4
"1-16,1-18",19-14,2-5
"1-16,1-18",19-14,2-6
"1-16,1-18",19-14,2-7
"1-16,1-18",19-14,2-8
"1-16,1-18",19-14,20-12
"1-16,1-18",19-14,20-14
"1-16,1-18",19-14,20-16
"1-16,1-18",19-14,20-18
"1-16,1-18",19-14,20-20
"1-16,1-18",19-14,20-3
"1-16,1-18",19-14,20-4
"1-16,1-18",19-14,20-5
"1-16,1-18",19-14,20-7
"1-16,1-18",19-14,20-8
"1-16,1-18",19-14,3-1
"1-16,1-18",19-14,3-13
"1-16,1-18",19-14,3-18
"1-16,1-18",19-14,3-2
"1-16,1-18",19-14,3-8
"1-16,1-18",19-14,4-1
"1-16,1-18",19-14,4-10
"1-16,1-18",19-14,4-11
"1-16,1-18",19-14,5-1
"1-16,1-18",19-14,5-5
"1-16,1-18",19-14,6-1
"1-16,1-18",19-14,6-6
"1-16,1-18",19-14,7-10
"1-16,1-18",19-14,7-11
"1-16,1-18",19-14,7-20
"1-16,1-18",19-14,7-7
"1-16,1-18",19-14,8-1
"1-16,1-18",19-14,8-13
"1-16,1-18",19-14,8-18
"1-16,1-18",19-14,8-3
"1-16,1-18",19-14,8-7
"1-16,1-18",19-14,8-8
"1-16,1-18",19-14,9-1
"1-16,1-18",19-14,9-20
"1-16,1-18",19-19,19-20
"1-16,1-18",19-19,19-3
"1-16,1-18",19-19,19-4
"1-16,1-18",19-19,19-6
"1-16,1-18",19-19,19-7
"1-16,1-18",19-19,19-8
"1-16,1-18",19-19,19-9
"1-16,1-18",19-19,2-12
"1-16,1-18",19-19,2-13
"1-16,1-18",19-19,2-15
"1-16,1-18",19-19,2-16
"1-16,1-18",19-19,2-19
"1-16,1-18",19-19,2-20
"1-16,1-18",19-19,2-3
"1-16,1-18",19-19,2-4
"1-16,1-18",19-19,2-5
"1-16,1-18",19-19,2-6
"1-16,1-18",19-19,2-7
"1-16,1-18",19-19,2-8
"1-16,1-18",19-19,20-12
"1-16,1-18",19-19,20-14
"1-16,1-18",19-19,20-16
"1-16,1-18",19-19,20-18
"1-16,1-18",19-19,20-20
"1-16,1-18",19-19,20-3
"1-16,1-18",19-19,20-4
"1-16,1-18",19-19,20-5
"1-16,1-18",19-19,20-7
"1-16,1-18",19-19,20-8
"1-16,1-18",19-19,3-1
"1-16,1-18",19-19,3-13
"1-16,1-18",19-19,3-18
"1-16,1-18",19-19,3-2
"1-16,1-18",19-19,3-8
"1-16,1-18",19-19,4-1
"1-16,1-18",19-19,4-10
"1-16,1-18",19-19,4-11
"1-16,1-18",19-19,5-1
"1-16,1-18",19-19,5-5
"1-16,1-18",19-19,6-1
"1-16,1-18",19-19,6-6
"1-16,1-18",19-19,7-10
"1-16,1-18",19-19,7-11
"1-16,1-18",19-19,7-20
"1-16,1-18",19-19,7-7
"1-16,1-18",19-19,8-1
"1-16,1-18",19-19,8-13
"1-16,1-18",19-19,8-18
"1-16,1-18",19-19,8-3
"1-16,1-18",19-19,8-7
"1-16,1-18",19-19,8-8
"1-16,1-18",19-19,9-1
"1-16,1-18",19-19,9-20
"1-16,1-18",19-20,19-3
"1-16,1-18",19-20,19-4
"1-16,1-18",19-20,19-6
"1-16,1-18",19-20,19-7
"1-16,1-18",19-20,19-8
"1-16,1-18",19-20,19-9
"1-16,1-18",19-20,2-12
"1-16,1-18",19-20,2-13
"1-16,1-18",19-20,2-15
"1-16,1-18",19-20,2-16
"1-16,1-18",19-20,2-19
"1-16,1-18",19-20,2-20
"1-16,1-18",19-20,2-3
"1-16,1-18",19-20,2-4
"1-16,1-18",19-20,2-5
"1-16,1-18",19-20,2-6
"1-16,1-18",19-20,2-7
"1-16,1-18",19-20,2-8
"1-16,1-18",19-20,20-12
"1-16,1-18",19-20,20-14
"1-16,1-18",19-20,20-16
"1-16,1-18",19-20,20-18
"1-16,1-18",19-20,20-20
"1-16,1-18",19-20,20-3
"1-16,1-18",19-20,20-4
"1-16,1-18",19-20,20-5
"1-16,1-18",19-20,20-7
"1-16,1-18",19-20,20-8
"1-16,1-18",19-20,3-1
"1-16,1-18",19-20,3-13
"1-16,1-18",19-20,3-18
"1-16,1-18",19-20,3-2
"1-16,1-18",19-20,3-8
"1-16,1-18",19-20,4-1
"1-16,1-18",19-20,4-10
"1-16,1-18",19-20,4-11
"1-16,1-18",19-20,5-1
"1-16,1-18",19-20,5-5
"1-16,1-18",19-20,6-1
"1-16,1-18",19-20,6-6
"1-16,1-18",19-20,7-10
"1-16,1-18",19-20,7-11
"1-16,1-18",19-20,7-20
"1-16,1-18",19-20,7-7
"1-16,1-18",19-20,8-1
"1-16,1-18",19-20,8-13
"1-16,1-18",19-20,8-18
"1-16,1-18",19-20,8-3
"1-16,1-18",19-20,8-7
"1-16,1-18",19-20,8-8
"1-16,1-18",19-20,9-1
"1-16,1-18",19-20,9-20
"1-16,1-18",19-3,19-4
"1-16,1-18",19-3,19-6
"1-16,1-18",19-3,19-7
"1-16,1-18",19-3,19-8
"1-16,1-18",19-3,19-9
"1-16,1-18",19-3,2-12
"1-16,1-18",19-3,2-13
"1-16,1-18",19-3,2-15
"1-16,1-18",19-3,2-16
"1-16,1-18",19-3,2-19
"1-16,1-18",19-3,2-20
"1-16,1-18",19-3,2-3
"1-16,1-18",19-3,2-4
"1-16,1-18",19-3,2-5
"1-16,1-18",19-3,2-6
"1-16,1-18",19-3,2-7
"1-16,1-18",19-3,2-8
"1-16,1-18",19-3,20-12
"1-16,1-18",19-3,20-14
"1-16,1-18",19-3,20-16
"1-16,1-18",19-3,20-18
"1-16,1-18",19-3,20-20
"1-16,1-18",19-3,20-3
"1-16,1-18",19-3,20-4
"1-16,1-18",19-3,20-5
"1-16,1-18",19-3,20-7
"1-16,1-18",19-3,20-8
"1-16,1-18",19-3,3-1
"1-16,1-18",19-3,3-13
"1-16,1-18",19-3,3-18
"1-16,1-18",19-3,3-2
"1-16,1-18",19-3,3-8
"1-16,1-18",19-3,4-1
"1-16,1-18",19-3,4-10
"1-16,1-18",19-3,4-11
"1-16,1-18",19-3,5-1
"1-16,1-18",19-3,5-5
"1-16,1-18",19-3,6-1
"1-16,1-18",19-3,6-6
"1-16,1-18",19-3,7-10
"1-16,1-18",19-3,7-11
"1-16,1-18",19-3,7-20
"1-16,1-18",19-3,7-7
"1-16,1-18",19-3,8-1
"1-16,1-18",19-3,8-13
"1-16,1-18",19-3,8-18
"1-16,1-18",19-3,8-3
"1-16,1-18",19-3,8-7
"1-16,1-18",19-3,8-8
"1-16,1-18",19-3,9-1
"1-16,1-18",19-3,9-20
"1-16,1-18",19-4,19-6
"1-16,1-18",19-4,19-7
"1-16,1-18",19-4,19-8
"1-16,1-18",19-4,19-9
"1-16,1-18",19-4,2-12
"1-16,1-18",19-4,2-13
"1-16,1-18",19-4,2-15
"1-16,1-18",19-4,2-16
"1-16,1-18",19-4,2-19
"1-16,1-18",19-4,2-20
"1-16,1-18",19-4,2-3
"1-16,1-18",19-4,2-4
"1-16,1-18",19-4,2-5
"1-16,1-18",19-4,2-6
"1-16,1-18",19-4,2-7
"1-16,1-18",19-4,2-8
"1-16,1-18",19-4,20-12
"1-16,1-18",19-4,20-14
"1-16,1-18",19-4,20-16
"1-16,1-18",19-4,20-18
"1-16,1-18",19-4,20-20
"1-16,1-18",19-4,20-3
"1-16,1-18",19-4,20-4
"1-16,1-18",19-4,20-5
"1-16,1-18",19-4,20-7
"1-16,1-18",19-4,20-8
"1-16,1-18",19-4,3-1
"1-16,1-18",19-4,3-13
"1-16,1-18",19-4,3-18
"1-16,1-18",19-4,3-2
"1-16,1-18",19-4,3-8
"1-16,1-18",19-4,4-1
"1-16,1-18",19-4,4-10
"1-16,1-18",19-4,4-11
"1-16,1-18",19-4,5-1
"1-16,1-18",19-4,5-5
"1-16,1-18",19-4,6-1
"1-16,1-18",19-4,6-6
"1-16,1-18",19-4,7-10
"1-16,1-18",19-4,7-11
"1-16,1-18",19-4,7-20
"1-16,1-18",19-4,7-7
"1-16,1-18",19-4,8-1
"1-16,1-18",19-4,8-13
"1-16,1-18",19-4,8-18
"1-16,1-18",19-4,8-3
"1-16,1-18",19-4,8-7
"1-16,1-18",19-4,8-8
"1-16,1-18",19-4,9-1
"1-16,1-18",19-4,9-20
"1-16,1-18",19-6,19-7
"1-16,1-18",19-6,19-8
"1-16,1-18",19-6,19-9
"1-16,1-18",19-6,2-12
"1-16,1-18",19-6,2-13
"1-16,1-18",19-6,2-15
"1-16,1-18",19-6,2-16
"1-16,1-18",19-6,2-19
"1-16,1-18",19-6,2-20
"1-16,1-18",19-6,2-3
"1-16,1-18",19-6,2-4
"1-16,1-18",19-6,2-5
"1-16,1-18",19-6,2-6
"1-16,1-18",19-6,2-7
"1-16,1-18",19-6,2-8
"1-16,1-18",19-6,20-12
"1-16,1-18",19-6,20-14
"1-16,1-18",19-6,20-16
"1-16,1-18",19-6,20-18
"1-16,1-18",19-6,20-20
"1-16,1-18",19-6,20-3
"1-16,1-18",19-6,20-4
"1-16,1-18",19-6,20-5
"1-16,1-18",19-6,20-7
"1-16,1-18",19-6,20-8
"1-16,1-18",19-6,3-1
"1-16,1-18",19-6,3-13
"1-16,1-18",19-6,3-18
"1-16,1-18",19-6,3-2
"1-16,1-18",19-6,3-8
"1-16,1-18",19-6,4-1
"1-16,1-18",19-6,4-10
"1-16,1-18",19-6,4-11
"1-16,1-18",19-6,5-1
"1-16,1-18",19-6,5-5
"1-16,1-18",19-6,6-1
"1-16,1-18",19-6,6-6
"1-16,1-18",19-6,7-10
"1-16,1-18",19-6,7-11
"1-16,1-18",19-6,7-20
"1-16,1-18",19-6,7-7
"1-16,1-18",19-6,8-1
"1-16,1-18",19-6,8-13
"1-16,1-18",19-6,8-18
"1-16,1-18",19-6,8-3
"1-16,1-18",19-6,8-7
"1-16,1-18",19-6,8-8
"1-16,1-18",19-6,9-1
"1-16,1-18",19-6,9-20
"1-16,1-18",19-7,19-8
"1-16,1-18",19-7,19-9
"1-16,1-18",19-7,2-12
"1-16,1-18",19-7,2-13
"1-16,1-18",19-7,2-15
"1-16,1-18",19-7,2-16
"1-16,1-18",19-7,2-19
"1-16,1-18",19-7,2-20
"1-16,1-18",19-7,2-3
"1-16,1-18",19-7,2-4
"1-16,1-18",19-7,2-5
"1-16,1-18",19-7,2-6
"1-16,1-18",19-7,2-7
"1-16,1-18",19-7,2-8
"1-16,1-18",19-7,20-12
"1-16,1-18",19-7,20-14
"1-16,1-18",19-7,20-16
"1-16,1-18",19-7,20-18
"1-16,1-18",19-7,20-20
"1-16,1-18",19-7,20-3
"1-16,1-18",19-7,20-4
"1-16,1-18",19-7,20-5
"1-16,1-18",19-7,20-7
"1-16,1-18",19-7,20-8
"1-16,1-18",19-7,3-1
"1-16,1-18",19-7,3-13
"1-16,1-18",19-7,3-18
"1-16,1-18",19-7,3-2
"1-16,1-18",19-7,3-8
"1-16,1-18",19-7,4-1
"1-16,1-18",19-7,4-10
"1-16,1-18",19-7,4-11
"1-16,1-18",19-7,5-1
"1-16,1-18",19-7,5-5
"1-16,1-18",19-7,6-1
"1-16,1-18",19-7,6-6
"1-16,1-18",19-7,7-10
"1-16,1-18",19-7,7-11
"1-16,1-18",19-7,7-20
"1-16,1-18",19-7,7-7
"1-16,1-18",19-7,8-1
"1-16,1-18",19-7,8-13
"1-16,1-18",19-7,8-18
"1-16,1-18",19-7,8-3
"1-16,1-18",19-7,8-7
"1-16,1-18",19-7,8-8
"1-16,1-18",19-7,9-1
"1-16,1-18",19-7,9-20
"1-16,1-18",19-8,19-9
"1-16,1-18",19-8,2-12
"1-16,1-18",19-8,2-13
"1-16,1-18",19-8,2-15
"1-16,1-18",19-8,2-16
"1-16,1-18",19-8,2-19
"1-16,1-18",19-8,2-20
"1-16,1-18",19-8,2-3
"1-16,1-18",19-8,2-4
"1-16,1-18",19-8,2-5
"1-16,1-18",19-8,2-6
"1-16,1-18",19-8,2-7
"1-16,1-18",19-8,2-8
"1-16,1-18",19-8,20-12
"1-16,1-18",19-8,20-14
"1-16,1-18",19-8,20-16
"1-16,1-18",19-8,20-18
"1-16,1-18",19-8,20-20
"1-16,1-18",19-8,20-3
"1-16,1-18",19-8,20-4
"1-16,1-18",19-8,20-5
"1-16,1-18",19-8,20-7
"1-16,1-18",19-8,20-8
"1-16,1-18",19-8,3-1
"1-16,1-18",19-8,3-13
"1-16,1-18",19-8,3-18
"1-16,1-18",19-8,3-2
"1-16,1-18",19-8,3-8
"1-16,1-18",19-8,4-1
"1-16,1-18",19-8,4-10
"1-16,1-18",19-8,4-11
"1-16,1-18",19-8,5-1
"1-16,1-18",19-8,5-5
"1-16,1-18",19-8,6-1
"1-16,1-18",19-8,6-6
"1-16,1-18",19-8,7-10
"1-16,1-18",19-8,7-11
"1-16,1-18",19-8,7-20
"1-16,1-18",19-8,7-7
"1-16,1-18",19-8,8-1
"1-16,1-18",19-8,8-13
"1-16,1-18",19-8,8-18
"1-16,1-18",19-8,8-3
"1-16,1-18",19-8,8-7
"1-16,1-18",19-8,8-8
"1-16,1-18",19-8,9-1
"1-16,1-18",19-8,9-20
"1-16,1-18",19-9,2-12
"1-16,1-18",19-9,2-13
"1-16,1-18",19-9,2-15
"1-16,1-18",19-9,2-16
"1-16,1-18",19-9,2-19
"1-16,1-18",19-9,2-20
"1-16,1-18",19-9,2-3
"1-16,1-18",19-9,2-4
"1-16,1-18",19-9,2-5
"1-16,1-18",19-9,2-6
"1-16,1-18",19-9,2-7
"1-16,1-18",19-9,2-8
"1-16,1-18",19-9,20-12
"1-16,1-18",19-9,20-14
"1-16,1-18",19-9,20-16
"1-16,1-18",19-9,20-18
"1-16,1-18",19-9,20-20
"1-16,1-18",19-9,20-3
"1-16,1-18",19-9,20-4
"1-16,1-18",19-9,20-5
"1-16,1-18",19-9,20-7
"1-16,1-18",19-9,20-8
"1-16,1-18",19-9,3-1
"1-16,1-18",19-9,3-13
"1-16,1-18",19-9,3-18
"1-16,1-18",19-9,3-2
"1-16,1-18",19-9,3-8
"1-16,1-18",19-9,4-1
"1-16,1-18",19-9,4-10
"1-16,1-18",19-9,4-11
"1-16,1-18",19-9,5-1
"1-16,1-18",19-9,5-5
"1-16,1-18",19-9,6-1
"1-16,1-18",19-9,6-6
"1-16,1-18",19-9,7-10
"1-16,1-18",19-9,7-11
"1-16,1-18",19-9,7-20
"1-16,1-18",19-9,7-7
"1-16,1-18",19-9,8-1
"1-16,1-18",19-9,8-13
"1-16,1-18",19-9,8-18
"1-16,1-18",19-9,8-3
"1-16,1-18",19-9,8-7
"1-16,1-18",19-9,8-8
"1-16,1-18",19-9,9-1
"1-16,1-18",19-9,9-20
"1-16,1-18",2-12,2-13
"1-16,1-18",2-12,2-15
"1-16,1-18",2-12,2-16
"1-16,1-18",2-12,2-19
"1-16,1-18",2-12,2-20
"1-16,1-18",2-12,2-3
"1-16,1-18",2-12,2-4
"1-16,1-18",2-12,2-5
"1-16,1-18",2-12,2-6
"1-16,1-18",2-12,2-7
"1-16,1-18",2-12,2-8
"1-16,1-18",2-12,20-12
"1-16,1-18",2-12,20-14
"1-16,1-18",2-12,20-16
"1-16,1-18",2-12,20-18
"1-16,1-18",2-12,20-20
"1-16,1-18",2-12,20-3
"1-16,1-18",2-12,20-4
"1-16,1-18",2-12,20-5
"1-16,1-18",2-12,20-7
"1-16,1-18",2-12,20-8
"1-16,1-18",2-12,3-1
"1-16,1-18",2-12,3-13
"1-16,1-18",2-12,3-18
"1-16,1-18",2-12,3-2
"1-16,1-18",2-12,3-8
"1-16,1-18",2-12,4-1
"1-16,1-18",2-12,4-10
"1-16,1-18",2-12,4-11
"1-16,1-18",2-12,5-1
"1-16,1-18",2-12,5-5
"1-16,1-18",2-12,6-1
"1-16,1-18",2-12,6-6
"1-16,1-18",2-12,7-10
"1-16,1-18",2-12,7-11
"1-16,1-18",2-12,7-20
"1-16,1-18",2-12,7-7
"1-16,1-18",2-12,8-1
"1-16,1-18",2-12,8-13
"1-16,1-18",2-12,8-18
"1-16,1-18",2-12,8-3
"1-16,1-18",2-12,8-7
"1-16,1-18",2-12,8-8
"1-16,1-18",2-12,9-1
"1-16,1-18",2-12,9-20
"1-16,1-18",2-13,2-15
"1-16,1-18",2-13,2-16
"1-16,1-18",2-13,2-19
"1-16,1-18",2-13,2-20
"1-16,1-18",2-13,2-3
"1-16,1-18",2-13,2-4
"1-16,1-18",2-13,2-5
"1-16,1-18",2-13,2-6
"1-16,1-18",2-13,2-7
"1-16,1-18",2-13,2-8
"1-16,1-18",2-13,20-12
"1-16,1-18",2-13,20-14
"1-16,1-18",2-13,20-16
"1-16,1-18",2-13,20-18
"1-16,1-18",2-13,20-20
"1-16,1-18",2-13,20-3
"1-16,1-18",2-13,20-4
"1-16,1-18",2-13,20-5
"1-16,1-18",2-13,20-7
"1-16,1-18",2-13,20-8
"1-16,1-18",2-13,3-1
"1-16,1-18",2-13,3-13
"1-16,1-18",2-13,3-18
"1-16,1-18",2-13,3-2
"1-16,1-18",2-13,3-8
"1-16,1-18",2-13,4-1
"1-16,1-18",2-13,4-10
"1-16,1-18",2-13,4-11
"1-16,1-18",2-13,5-1
"1-16,1-18",2-13,5-5
"1-16,1-18",2-13,6-1
"1-16,1-18",2-13,6-6
"1-16,1-18",2-13,7-10
"1-16,1-18",2-13,7-11
"1-16,1-18",2-13,7-20
"1-16,1-18",2-13,7-7
"1-16,1-18",2-13,8-1
"1-16,1-18",2-13,8-13
"1-16,1-18",2-13,8-18
"1-16,1-18",2-13,8-3
"1-16,1-18",2-13,8-7
"1-16,1-18",2-13,8-8
"1-16,1-18",2-13,9-1
"1-16,1-18",2-13,9-20
"1-16,1-18",2-15,2-16
"1-16,1-18",2-15,2-19
"1-16,1-18",2-15,2-20
"1-16,1-18",2-15,2-3
"1-16,1-18",2-15,2-4
"1-16,1-18",2-15,2-5
"1-16,1-18",2-15,2-6
"1-16,1-18",2-15,2-7
"1-16,1-18",2-15,2-8
"1-16,1-18",2-15,20-12
"1-16,1-18",2-15,20-14
"1-16,1-18",2-15,20-16
"1-16,1-18",2-15,20-18
"1-16,1-18",2-15,20-20
"1-16,1-18",2-15,20-3
"1-16,1-18",2-15,20-4
"1-16,1-18",2-15,20-5
"1-16,1-18",2-15,20-7
