domain,seen_new_a,seen_new_b,samples_a,samples_b
8-8,13-20,13-3,176,200
8-8,13-20,13-7,176,200
8-8,13-20,14-11,176,200
8-8,13-20,14-12,176,200
8-8,13-20,14-13,176,200
8-8,13-20,14-14,176,200
8-8,13-20,14-20,176,200
8-8,13-20,14-8,176,200
8-8,13-20,14-9,176,200
8-8,13-20,15-1,176,200
8-8,13-20,15-19,176,200
8-8,13-20,15-6,176,200
8-8,13-20,16-1,176,200
8-8,13-20,16-16,176,200
8-8,13-20,16-19,176,200
8-8,13-20,16-20,176,200
8-8,13-20,16-5,176,150
8-8,13-20,17-10,176,200
8-8,13-20,17-11,176,200
8-8,13-20,18-1,176,200
8-8,13-20,18-10,176,200
8-8,13-20,18-11,176,200
8-8,13-20,18-12,176,200
8-8,13-20,18-13,176,200
8-8,13-20,18-14,176,200
8-8,13-20,18-15,176,200
8-8,13-20,18-16,176,200
8-8,13-20,18-17,176,200
8-8,13-20,18-2,176,200
8-8,13-20,18-20,176,200
8-8,13-20,18-4,176,200
8-8,13-20,18-5,176,200
8-8,13-20,18-7,176,200
8-8,13-20,18-8,176,200
8-8,13-20,18-9,176,200
8-8,13-20,19-1,176,200
8-8,13-20,19-10,176,200
8-8,13-20,19-11,176,200
8-8,13-20,19-12,176,200
8-8,13-20,19-13,176,200
8-8,13-20,19-14,176,200
8-8,13-20,19-19,176,200
8-8,13-20,19-2,176,200
8-8,13-20,19-20,176,200
8-8,13-20,19-3,176,200
8-8,13-20,19-4,176,200
8-8,13-20,19-6,176,200
8-8,13-20,19-7,176,200
8-8,13-20,19-8,176,200
8-8,13-20,19-9,176,200
8-8,13-20,2-12,176,200
8-8,13-20,2-13,176,200
8-8,13-20,2-14,176,200
8-8,13-20,2-15,176,200
8-8,13-20,2-16,176,150
8-8,13-20,2-17,176,200
8-8,13-20,2-19,176,200
8-8,13-20,2-20,176,150
8-8,13-20,2-3,176,200
8-8,13-20,2-4,176,200
8-8,13-20,2-5,176,200
8-8,13-20,2-6,176,200
8-8,13-20,2-7,176,200
8-8,13-20,2-8,176,200
8-8,13-20,20-12,176,200
8-8,13-20,20-14,176,200
8-8,13-20,20-16,176,200
8-8,13-20,20-18,176,200
8-8,13-20,20-20,176,169
8-8,13-20,20-3,176,200
8-8,13-20,20-4,176,200
8-8,13-20,20-5,176,200
8-8,13-20,20-7,176,200
8-8,13-20,20-8,176,200
8-8,13-20,3-1,176,200
8-8,13-20,3-13,176,200
8-8,13-20,3-18,176,200
8-8,13-20,3-19,176,200
8-8,13-20,3-2,176,200
8-8,13-20,3-20,176,200
8-8,13-20,3-8,176,200
8-8,13-20,4-1,176,200
8-8,13-20,4-10,176,200
8-8,13-20,4-11,176,200
8-8,13-20,5-1,176,200
8-8,13-20,5-16,176,200
8-8,13-20,5-20,176,200
8-8,13-20,5-5,176,200
8-8,13-20,6-1,176,200
8-8,13-20,6-6,176,200
8-8,13-20,7-10,176,200
8-8,13-20,7-11,176,200
8-8,13-20,7-13,176,200
8-8,13-20,7-14,176,200
8-8,13-20,7-20,176,200
8-8,13-20,7-7,176,200
8-8,13-20,8-1,176,200
8-8,13-20,8-13,176,200
8-8,13-20,8-14,176,200
8-8,13-20,8-18,176,200
8-8,13-20,8-3,176,200
8-8,13-20,8-7,176,150
8-8,13-20,8-8,176,200
8-8,13-20,9-1,176,200
8-8,13-20,9-14,176,150
8-8,13-20,9-20,176,200
8-8,13-3,13-7,200,200
8-8,13-3,14-11,200,200
8-8,13-3,14-12,200,200
8-8,13-3,14-13,200,200
8-8,13-3,14-14,200,200
8-8,13-3,14-20,200,200
8-8,13-3,14-8,200,200
8-8,13-3,14-9,200,200
8-8,13-3,15-1,200,200
8-8,13-3,15-19,200,200
8-8,13-3,15-6,200,200
8-8,13-3,16-1,200,200
8-8,13-3,16-16,200,200
8-8,13-3,16-19,200,200
8-8,13-3,16-20,200,200
8-8,13-3,16-5,200,150
8-8,13-3,17-10,200,200
8-8,13-3,17-11,200,200
8-8,13-3,18-1,200,200
8-8,13-3,18-10,200,200
8-8,13-3,18-11,200,200
8-8,13-3,18-12,200,200
8-8,13-3,18-13,200,200
8-8,13-3,18-14,200,200
8-8,13-3,18-15,200,200
8-8,13-3,18-16,200,200
8-8,13-3,18-17,200,200
8-8,13-3,18-2,200,200
8-8,13-3,18-20,200,200
8-8,13-3,18-4,200,200
8-8,13-3,18-5,200,200
8-8,13-3,18-7,200,200
8-8,13-3,18-8,200,200
8-8,13-3,18-9,200,200
8-8,13-3,19-1,200,200
8-8,13-3,19-10,200,200
8-8,13-3,19-11,200,200
8-8,13-3,19-12,200,200
8-8,13-3,19-13,200,200
8-8,13-3,19-14,200,200
8-8,13-3,19-19,200,200
8-8,13-3,19-2,200,200
8-8,13-3,19-20,200,200
8-8,13-3,19-3,200,200
8-8,13-3,19-4,200,200
8-8,13-3,19-6,200,200
8-8,13-3,19-7,200,200
8-8,13-3,19-8,200,200
8-8,13-3,19-9,200,200
8-8,13-3,2-12,200,200
8-8,13-3,2-13,200,200
8-8,13-3,2-14,200,200
8-8,13-3,2-15,200,200
8-8,13-3,2-16,200,150
8-8,13-3,2-17,200,200
8-8,13-3,2-19,200,200
8-8,13-3,2-20,200,150
8-8,13-3,2-3,200,200
8-8,13-3,2-4,200,200
8-8,13-3,2-5,200,200
8-8,13-3,2-6,200,200
8-8,13-3,2-7,200,200
8-8,13-3,2-8,200,200
8-8,13-3,20-12,200,200
8-8,13-3,20-14,200,200
8-8,13-3,20-16,200,200
8-8,13-3,20-18,200,200
8-8,13-3,20-20,200,169
8-8,13-3,20-3,200,200
8-8,13-3,20-4,200,200
8-8,13-3,20-5,200,200
8-8,13-3,20-7,200,200
8-8,13-3,20-8,200,200
8-8,13-3,3-1,200,200
8-8,13-3,3-13,200,200
8-8,13-3,3-18,200,200
8-8,13-3,3-19,200,200
8-8,13-3,3-2,200,200
8-8,13-3,3-20,200,200
8-8,13-3,3-8,200,200
8-8,13-3,4-1,200,200
8-8,13-3,4-10,200,200
8-8,13-3,4-11,200,200
8-8,13-3,5-1,200,200
8-8,13-3,5-16,200,200
8-8,13-3,5-20,200,200
8-8,13-3,5-5,200,200
8-8,13-3,6-1,200,200
8-8,13-3,6-6,200,200
8-8,13-3,7-10,200,200
8-8,13-3,7-11,200,200
8-8,13-3,7-13,200,200
8-8,13-3,7-14,200,200
8-8,13-3,7-20,200,200
8-8,13-3,7-7,200,200
8-8,13-3,8-1,200,200
8-8,13-3,8-13,200,200
8-8,13-3,8-14,200,200
8-8,13-3,8-18,200,200
8-8,13-3,8-3,200,200
8-8,13-3,8-7,200,150
8-8,13-3,8-8,200,200
8-8,13-3,9-1,200,200
8-8,13-3,9-14,200,150
8-8,13-3,9-20,200,200
8-8,13-7,14-11,200,200
8-8,13-7,14-12,200,200
8-8,13-7,14-13,200,200
8-8,13-7,14-14,200,200
8-8,13-7,14-20,200,200
8-8,13-7,14-8,200,200
8-8,13-7,14-9,200,200
8-8,13-7,15-1,200,200
8-8,13-7,15-19,200,200
8-8,13-7,15-6,200,200
8-8,13-7,16-1,200,200
8-8,13-7,16-16,200,200
8-8,13-7,16-19,200,200
8-8,13-7,16-20,200,200
8-8,13-7,16-5,200,150
8-8,13-7,17-10,200,200
8-8,13-7,17-11,200,200
8-8,13-7,18-1,200,200
8-8,13-7,18-10,200,200
8-8,13-7,18-11,200,200
8-8,13-7,18-12,200,200
8-8,13-7,18-13,200,200
8-8,13-7,18-14,200,200
8-8,13-7,18-15,200,200
8-8,13-7,18-16,200,200
8-8,13-7,18-17,200,200
8-8,13-7,18-2,200,200
8-8,13-7,18-20,200,200
8-8,13-7,18-4,200,200
8-8,13-7,18-5,200,200
8-8,13-7,18-7,200,200
8-8,13-7,18-8,200,200
8-8,13-7,18-9,200,200
8-8,13-7,19-1,200,200
8-8,13-7,19-10,200,200
8-8,13-7,19-11,200,200
8-8,13-7,19-12,200,200
8-8,13-7,19-13,200,200
8-8,13-7,19-14,200,200
8-8,13-7,19-19,200,200
8-8,13-7,19-2,200,200
8-8,13-7,19-20,200,200
8-8,13-7,19-3,200,200
8-8,13-7,19-4,200,200
8-8,13-7,19-6,200,200
8-8,13-7,19-7,200,200
8-8,13-7,19-8,200,200
8-8,13-7,19-9,200,200
8-8,13-7,2-12,200,200
8-8,13-7,2-13,200,200
8-8,13-7,2-14,200,200
8-8,13-7,2-15,200,200
8-8,13-7,2-16,200,150
8-8,13-7,2-17,200,200
8-8,13-7,2-19,200,200
8-8,13-7,2-20,200,150
8-8,13-7,2-3,200,200
8-8,13-7,2-4,200,200
8-8,13-7,2-5,200,200
8-8,13-7,2-6,200,200
8-8,13-7,2-7,200,200
8-8,13-7,2-8,200,200
8-8,13-7,20-12,200,200
8-8,13-7,20-14,200,200
8-8,13-7,20-16,200,200
8-8,13-7,20-18,200,200
8-8,13-7,20-20,200,169
8-8,13-7,20-3,200,200
8-8,13-7,20-4,200,200
8-8,13-7,20-5,200,200
8-8,13-7,20-7,200,200
8-8,13-7,20-8,200,200
8-8,13-7,3-1,200,200
8-8,13-7,3-13,200,200
8-8,13-7,3-18,200,200
8-8,13-7,3-19,200,200
8-8,13-7,3-2,200,200
8-8,13-7,3-20,200,200
8-8,13-7,3-8,200,200
8-8,13-7,4-1,200,200
8-8,13-7,4-10,200,200
8-8,13-7,4-11,200,200
8-8,13-7,5-1,200,200
8-8,13-7,5-16,200,200
8-8,13-7,5-20,200,200
8-8,13-7,5-5,200,200
8-8,13-7,6-1,200,200
8-8,13-7,6-6,200,200
8-8,13-7,7-10,200,200
8-8,13-7,7-11,200,200
8-8,13-7,7-13,200,200
8-8,13-7,7-14,200,200
8-8,13-7,7-20,200,200
8-8,13-7,7-7,200,200
8-8,13-7,8-1,200,200
8-8,13-7,8-13,200,200
8-8,13-7,8-14,200,200
8-8,13-7,8-18,200,200
8-8,13-7,8-3,200,200
8-8,13-7,8-7,200,150
8-8,13-7,8-8,200,200
8-8,13-7,9-1,200,200
8-8,13-7,9-14,200,150
8-8,13-7,9-20,200,200
8-8,14-11,14-12,200,200
8-8,14-11,14-13,200,200
8-8,14-11,14-14,200,200
8-8,14-11,14-20,200,200
8-8,14-11,14-8,200,200
8-8,14-11,14-9,200,200
8-8,14-11,15-1,200,200
8-8,14-11,15-19,200,200
8-8,14-11,15-6,200,200
8-8,14-11,16-1,200,200
8-8,14-11,16-16,200,200
8-8,14-11,16-19,200,200
8-8,14-11,16-20,200,200
8-8,14-11,16-5,200,150
8-8,14-11,17-10,200,200
8-8,14-11,17-11,200,200
8-8,14-11,18-1,200,200
8-8,14-11,18-10,200,200
8-8,14-11,18-11,200,200
8-8,14-11,18-12,200,200
8-8,14-11,18-13,200,200
8-8,14-11,18-14,200,200
8-8,14-11,18-15,200,200
8-8,14-11,18-16,200,200
8-8,14-11,18-17,200,200
8-8,14-11,18-2,200,200
8-8,14-11,18-20,200,200
8-8,14-11,18-4,200,200
8-8,14-11,18-5,200,200
8-8,14-11,18-7,200,200
8-8,14-11,18-8,200,200
8-8,14-11,18-9,200,200
8-8,14-11,19-1,200,200
8-8,14-11,19-10,200,200
8-8,14-11,19-11,200,200
8-8,14-11,19-12,200,200
8-8,14-11,19-13,200,200
8-8,14-11,19-14,200,200
8-8,14-11,19-19,200,200
8-8,14-11,19-2,200,200
8-8,14-11,19-20,200,200
8-8,14-11,19-3,200,200
8-8,14-11,19-4,200,200
8-8,14-11,19-6,200,200
8-8,14-11,19-7,200,200
8-8,14-11,19-8,200,200
8-8,14-11,19-9,200,200
8-8,14-11,2-12,200,200
8-8,14-11,2-13,200,200
8-8,14-11,2-14,200,200
8-8,14-11,2-15,200,200
8-8,14-11,2-16,200,150
8-8,14-11,2-17,200,200
8-8,14-11,2-19,200,200
8-8,14-11,2-20,200,150
8-8,14-11,2-3,200,200
8-8,14-11,2-4,200,200
8-8,14-11,2-5,200,200
8-8,14-11,2-6,200,200
8-8,14-11,2-7,200,200
8-8,14-11,2-8,200,200
8-8,14-11,20-12,200,200
8-8,14-11,20-14,200,200
8-8,14-11,20-16,200,200
8-8,14-11,20-18,200,200
8-8,14-11,20-20,200,169
8-8,14-11,20-3,200,200
8-8,14-11,20-4,200,200
8-8,14-11,20-5,200,200
8-8,14-11,20-7,200,200
8-8,14-11,20-8,200,200
8-8,14-11,3-1,200,200
8-8,14-11,3-13,200,200
8-8,14-11,3-18,200,200
8-8,14-11,3-19,200,200
8-8,14-11,3-2,200,200
8-8,14-11,3-20,200,200
8-8,14-11,3-8,200,200
8-8,14-11,4-1,200,200
8-8,14-11,4-10,200,200
8-8,14-11,4-11,200,200
8-8,14-11,5-1,200,200
8-8,14-11,5-16,200,200
8-8,14-11,5-20,200,200
8-8,14-11,5-5,200,200
8-8,14-11,6-1,200,200
8-8,14-11,6-6,200,200
8-8,14-11,7-10,200,200
8-8,14-11,7-11,200,200
8-8,14-11,7-13,200,200
8-8,14-11,7-14,200,200
8-8,14-11,7-20,200,200
8-8,14-11,7-7,200,200
8-8,14-11,8-1,200,200
8-8,14-11,8-13,200,200
8-8,14-11,8-14,200,200
8-8,14-11,8-18,200,200
8-8,14-11,8-3,200,200
8-8,14-11,8-7,200,150
8-8,14-11,8-8,200,200
8-8,14-11,9-1,200,200
8-8,14-11,9-14,200,150
8-8,14-11,9-20,200,200
8-8,14-12,14-13,200,200
8-8,14-12,14-14,200,200
8-8,14-12,14-20,200,200
8-8,14-12,14-8,200,200
8-8,14-12,14-9,200,200
8-8,14-12,15-1,200,200
8-8,14-12,15-19,200,200
8-8,14-12,15-6,200,200
8-8,14-12,16-1,200,200
8-8,14-12,16-16,200,200
8-8,14-12,16-19,200,200
8-8,14-12,16-20,200,200
8-8,14-12,16-5,200,150
8-8,14-12,17-10,200,200
8-8,14-12,17-11,200,200
8-8,14-12,18-1,200,200
8-8,14-12,18-10,200,200
8-8,14-12,18-11,200,200
8-8,14-12,18-12,200,200
8-8,14-12,18-13,200,200
8-8,14-12,18-14,200,200
8-8,14-12,18-15,200,200
8-8,14-12,18-16,200,200
8-8,14-12,18-17,200,200
8-8,14-12,18-2,200,200
8-8,14-12,18-20,200,200
8-8,14-12,18-4,200,200
8-8,14-12,18-5,200,200
8-8,14-12,18-7,200,200
8-8,14-12,18-8,200,200
8-8,14-12,18-9,200,200
8-8,14-12,19-1,200,200
8-8,14-12,19-10,200,200
8-8,14-12,19-11,200,200
8-8,14-12,19-12,200,200
8-8,14-12,19-13,200,200
8-8,14-12,19-14,200,200
8-8,14-12,19-19,200,200
8-8,14-12,19-2,200,200
8-8,14-12,19-20,200,200
8-8,14-12,19-3,200,200
8-8,14-12,19-4,200,200
8-8,14-12,19-6,200,200
8-8,14-12,19-7,200,200
8-8,14-12,19-8,200,200
8-8,14-12,19-9,200,200
8-8,14-12,2-12,200,200
8-8,14-12,2-13,200,200
8-8,14-12,2-14,200,200
8-8,14-12,2-15,200,200
8-8,14-12,2-16,200,150
8-8,14-12,2-17,200,200
8-8,14-12,2-19,200,200
8-8,14-12,2-20,200,150
8-8,14-12,2-3,200,200
8-8,14-12,2-4,200,200
8-8,14-12,2-5,200,200
8-8,14-12,2-6,200,200
8-8,14-12,2-7,200,200
8-8,14-12,2-8,200,200
8-8,14-12,20-12,200,200
8-8,14-12,20-14,200,200
8-8,14-12,20-16,200,200
8-8,14-12,20-18,200,200
8-8,14-12,20-20,200,169
8-8,14-12,20-3,200,200
8-8,14-12,20-4,200,200
8-8,14-12,20-5,200,200
8-8,14-12,20-7,200,200
8-8,14-12,20-8,200,200
8-8,14-12,3-1,200,200
8-8,14-12,3-13,200,200
8-8,14-12,3-18,200,200
8-8,14-12,3-19,200,200
8-8,14-12,3-2,200,200
8-8,14-12,3-20,200,200
8-8,14-12,3-8,200,200
8-8,14-12,4-1,200,200
8-8,14-12,4-10,200,200
8-8,14-12,4-11,200,200
8-8,14-12,5-1,200,200
8-8,14-12,5-16,200,200
8-8,14-12,5-20,200,200
8-8,14-12,5-5,200,200
8-8,14-12,6-1,200,200
8-8,14-12,6-6,200,200
8-8,14-12,7-10,200,200
8-8,14-12,7-11,200,200
8-8,14-12,7-13,200,200
8-8,14-12,7-14,200,200
8-8,14-12,7-20,200,200
8-8,14-12,7-7,200,200
8-8,14-12,8-1,200,200
8-8,14-12,8-13,200,200
8-8,14-12,8-14,200,200
8-8,14-12,8-18,200,200
8-8,14-12,8-3,200,200
8-8,14-12,8-7,200,150
8-8,14-12,8-8,200,200
8-8,14-12,9-1,200,200
8-8,14-12,9-14,200,150
8-8,14-12,9-20,200,200
8-8,14-13,14-14,200,200
8-8,14-13,14-20,200,200
8-8,14-13,14-8,200,200
8-8,14-13,14-9,200,200
8-8,14-13,15-1,200,200
8-8,14-13,15-19,200,200
8-8,14-13,15-6,200,200
8-8,14-13,16-1,200,200
8-8,14-13,16-16,200,200
8-8,14-13,16-19,200,200
8-8,14-13,16-20,200,200
8-8,14-13,16-5,200,150
8-8,14-13,17-10,200,200
8-8,14-13,17-11,200,200
8-8,14-13,18-1,200,200
8-8,14-13,18-10,200,200
8-8,14-13,18-11,200,200
8-8,14-13,18-12,200,200
8-8,14-13,18-13,200,200
8-8,14-13,18-14,200,200
8-8,14-13,18-15,200,200
8-8,14-13,18-16,200,200
8-8,14-13,18-17,200,200
8-8,14-13,18-2,200,200
8-8,14-13,18-20,200,200
8-8,14-13,18-4,200,200
8-8,14-13,18-5,200,200
8-8,14-13,18-7,200,200
8-8,14-13,18-8,200,200
8-8,14-13,18-9,200,200
8-8,14-13,19-1,200,200
8-8,14-13,19-10,200,200
8-8,14-13,19-11,200,200
8-8,14-13,19-12,200,200
8-8,14-13,19-13,200,200
8-8,14-13,19-14,200,200
8-8,14-13,19-19,200,200
8-8,14-13,19-2,200,200
8-8,14-13,19-20,200,200
8-8,14-13,19-3,200,200
8-8,14-13,19-4,200,200
8-8,14-13,19-6,200,200
8-8,14-13,19-7,200,200
8-8,14-13,19-8,200,200
8-8,14-13,19-9,200,200
8-8,14-13,2-12,200,200
8-8,14-13,2-13,200,200
8-8,14-13,2-14,200,200
8-8,14-13,2-15,200,200
8-8,14-13,2-16,200,150
8-8,14-13,2-17,200,200
8-8,14-13,2-19,200,200
8-8,14-13,2-20,200,150
8-8,14-13,2-3,200,200
8-8,14-13,2-4,200,200
8-8,14-13,2-5,200,200
8-8,14-13,2-6,200,200
8-8,14-13,2-7,200,200
8-8,14-13,2-8,200,200
8-8,14-13,20-12,200,200
8-8,14-13,20-14,200,200
8-8,14-13,20-16,200,200
8-8,14-13,20-18,200,200
8-8,14-13,20-20,200,169
8-8,14-13,20-3,200,200
8-8,14-13,20-4,200,200
8-8,14-13,20-5,200,200
8-8,14-13,20-7,200,200
8-8,14-13,20-8,200,200
8-8,14-13,3-1,200,200
8-8,14-13,3-13,200,200
8-8,14-13,3-18,200,200
8-8,14-13,3-19,200,200
8-8,14-13,3-2,200,200
8-8,14-13,3-20,200,200
8-8,14-13,3-8,200,200
8-8,14-13,4-1,200,200
8-8,14-13,4-10,200,200
8-8,14-13,4-11,200,200
8-8,14-13,5-1,200,200
8-8,14-13,5-16,200,200
8-8,14-13,5-20,200,200
8-8,14-13,5-5,200,200
8-8,14-13,6-1,200,200
8-8,14-13,6-6,200,200
8-8,14-13,7-10,200,200
8-8,14-13,7-11,200,200
8-8,14-13,7-13,200,200
8-8,14-13,7-14,200,200
8-8,14-13,7-20,200,200
8-8,14-13,7-7,200,200
8-8,14-13,8-1,200,200
8-8,14-13,8-13,200,200
8-8,14-13,8-14,200,200
8-8,14-13,8-18,200,200
8-8,14-13,8-3,200,200
8-8,14-13,8-7,200,150
8-8,14-13,8-8,200,200
8-8,14-13,9-1,200,200
8-8,14-13,9-14,200,150
8-8,14-13,9-20,200,200
8-8,14-14,14-20,200,200
8-8,14-14,14-8,200,200
8-8,14-14,14-9,200,200
8-8,14-14,15-1,200,200
8-8,14-14,15-19,200,200
8-8,14-14,15-6,200,200
8-8,14-14,16-1,200,200
8-8,14-14,16-16,200,200
8-8,14-14,16-19,200,200
8-8,14-14,16-20,200,200
8-8,14-14,16-5,200,150
8-8,14-14,17-10,200,200
8-8,14-14,17-11,200,200
8-8,14-14,18-1,200,200
8-8,14-14,18-10,200,200
8-8,14-14,18-11,200,200
8-8,14-14,18-12,200,200
8-8,14-14,18-13,200,200
8-8,14-14,18-14,200,200
8-8,14-14,18-15,200,200
8-8,14-14,18-16,200,200
8-8,14-14,18-17,200,200
8-8,14-14,18-2,200,200
8-8,14-14,18-20,200,200
8-8,14-14,18-4,200,200
8-8,14-14,18-5,200,200
8-8,14-14,18-7,200,200
8-8,14-14,18-8,200,200
8-8,14-14,18-9,200,200
8-8,14-14,19-1,200,200
8-8,14-14,19-10,200,200
8-8,14-14,19-11,200,200
8-8,14-14,19-12,200,200
8-8,14-14,19-13,200,200
8-8,14-14,19-14,200,200
8-8,14-14,19-19,200,200
8-8,14-14,19-2,200,200
8-8,14-14,19-20,200,200
8-8,14-14,19-3,200,200
8-8,14-14,19-4,200,200
8-8,14-14,19-6,200,200
8-8,14-14,19-7,200,200
8-8,14-14,19-8,200,200
8-8,14-14,19-9,200,200
8-8,14-14,2-12,200,200
8-8,14-14,2-13,200,200
8-8,14-14,2-14,200,200
8-8,14-14,2-15,200,200
8-8,14-14,2-16,200,150
8-8,14-14,2-17,200,200
8-8,14-14,2-19,200,200
8-8,14-14,2-20,200,150
8-8,14-14,2-3,200,200
8-8,14-14,2-4,200,200
8-8,14-14,2-5,200,200
8-8,14-14,2-6,200,200
8-8,14-14,2-7,200,200
8-8,14-14,2-8,200,200
8-8,14-14,20-12,200,200
8-8,14-14,20-14,200,200
8-8,14-14,20-16,200,200
8-8,14-14,20-18,200,200
8-8,14-14,20-20,200,169
8-8,14-14,20-3,200,200
8-8,14-14,20-4,200,200
8-8,14-14,20-5,200,200
8-8,14-14,20-7,200,200
8-8,14-14,20-8,200,200
8-8,14-14,3-1,200,200
8-8,14-14,3-13,200,200
8-8,14-14,3-18,200,200
8-8,14-14,3-19,200,200
8-8,14-14,3-2,200,200
8-8,14-14,3-20,200,200
8-8,14-14,3-8,200,200
8-8,14-14,4-1,200,200
8-8,14-14,4-10,200,200
8-8,14-14,4-11,200,200
8-8,14-14,5-1,200,200
8-8,14-14,5-16,200,200
8-8,14-14,5-20,200,200
8-8,14-14,5-5,200,200
8-8,14-14,6-1,200,200
8-8,14-14,6-6,200,200
8-8,14-14,7-10,200,200
8-8,14-14,7-11,200,200
8-8,14-14,7-13,200,200
8-8,14-14,7-14,200,200
8-8,14-14,7-20,200,200
8-8,14-14,7-7,200,200
8-8,14-14,8-1,200,200
8-8,14-14,8-13,200,200
8-8,14-14,8-14,200,200
8-8,14-14,8-18,200,200
8-8,14-14,8-3,200,200
8-8,14-14,8-7,200,150
8-8,14-14,8-8,200,200
8-8,14-14,9-1,200,200
8-8,14-14,9-14,200,150
8-8,14-14,9-20,200,200
8-8,14-20,14-8,200,200
8-8,14-20,14-9,200,200
8-8,14-20,15-1,200,200
8-8,14-20,15-19,200,200
8-8,14-20,15-6,200,200
8-8,14-20,16-1,200,200
8-8,14-20,16-16,200,200
8-8,14-20,16-19,200,200
8-8,14-20,16-20,200,200
8-8,14-20,16-5,200,150
8-8,14-20,17-10,200,200
8-8,14-20,17-11,200,200
8-8,14-20,18-1,200,200
8-8,14-20,18-10,200,200
8-8,14-20,18-11,200,200
8-8,14-20,18-12,200,200
8-8,14-20,18-13,200,200
8-8,14-20,18-14,200,200
8-8,14-20,18-15,200,200
8-8,14-20,18-16,200,200
8-8,14-20,18-17,200,200
8-8,14-20,18-2,200,200
8-8,14-20,18-20,200,200
8-8,14-20,18-4,200,200
8-8,14-20,18-5,200,200
8-8,14-20,18-7,200,200
8-8,14-20,18-8,200,200
8-8,14-20,18-9,200,200
8-8,14-20,19-1,200,200
8-8,14-20,19-10,200,200
8-8,14-20,19-11,200,200
8-8,14-20,19-12,200,200
8-8,14-20,19-13,200,200
8-8,14-20,19-14,200,200
8-8,14-20,19-19,200,200
8-8,14-20,19-2,200,200
8-8,14-20,19-20,200,200
8-8,14-20,19-3,200,200
8-8,14-20,19-4,200,200
8-8,14-20,19-6,200,200
8-8,14-20,19-7,200,200
8-8,14-20,19-8,200,200
8-8,14-20,19-9,200,200
8-8,14-20,2-12,200,200
8-8,14-20,2-13,200,200
8-8,14-20,2-14,200,200
8-8,14-20,2-15,200,200
8-8,14-20,2-16,200,150
8-8,14-20,2-17,200,200
8-8,14-20,2-19,200,200
8-8,14-20,2-20,200,150
8-8,14-20,2-3,200,200
8-8,14-20,2-4,200,200
8-8,14-20,2-5,200,200
8-8,14-20,2-6,200,200
8-8,14-20,2-7,200,200
8-8,14-20,2-8,200,200
8-8,14-20,20-12,200,200
8-8,14-20,20-14,200,200
8-8,14-20,20-16,200,200
8-8,14-20,20-18,200,200
8-8,14-20,20-20,200,169
8-8,14-20,20-3,200,200
8-8,14-20,20-4,200,200
8-8,14-20,20-5,200,200
8-8,14-20,20-7,200,200
8-8,14-20,20-8,200,200
8-8,14-20,3-1,200,200
8-8,14-20,3-13,200,200
8-8,14-20,3-18,200,200
8-8,14-20,3-19,200,200
8-8,14-20,3-2,200,200
8-8,14-20,3-20,200,200
8-8,14-20,3-8,200,200
8-8,14-20,4-1,200,200
8-8,14-20,4-10,200,200
8-8,14-20,4-11,200,200
8-8,14-20,5-1,200,200
8-8,14-20,5-16,200,200
8-8,14-20,5-20,200,200
8-8,14-20,5-5,200,200
8-8,14-20,6-1,200,200
8-8,14-20,6-6,200,200
8-8,14-20,7-10,200,200
8-8,14-20,7-11,200,200
8-8,14-20,7-13,200,200
8-8,14-20,7-14,200,200
8-8,14-20,7-20,200,200
8-8,14-20,7-7,200,200
8-8,14-20,8-1,200,200
8-8,14-20,8-13,200,200
8-8,14-20,8-14,200,200
8-8,14-20,8-18,200,200
8-8,14-20,8-3,200,200
8-8,14-20,8-7,200,150
8-8,14-20,8-8,200,200
8-8,14-20,9-1,200,200
8-8,14-20,9-14,200,150
8-8,14-20,9-20,200,200
8-8,14-8,14-9,200,200
8-8,14-8,15-1,200,200
8-8,14-8,15-19,200,200
8-8,14-8,15-6,200,200
8-8,14-8,16-1,200,200
8-8,14-8,16-16,200,200
8-8,14-8,16-19,200,200
8-8,14-8,16-20,200,200
8-8,14-8,16-5,200,150
8-8,14-8,17-10,200,200
8-8,14-8,17-11,200,200
8-8,14-8,18-1,200,200
8-8,14-8,18-10,200,200
8-8,14-8,18-11,200,200
8-8,14-8,18-12,200,200
8-8,14-8,18-13,200,200
8-8,14-8,18-14,200,200
8-8,14-8,18-15,200,200
8-8,14-8,18-16,200,200
8-8,14-8,18-17,200,200
8-8,14-8,18-2,200,200
8-8,14-8,18-20,200,200
8-8,14-8,18-4,200,200
8-8,14-8,18-5,200,200
8-8,14-8,18-7,200,200
8-8,14-8,18-8,200,200
8-8,14-8,18-9,200,200
8-8,14-8,19-1,200,200
8-8,14-8,19-10,200,200
8-8,14-8,19-11,200,200
8-8,14-8,19-12,200,200
8-8,14-8,19-13,200,200
8-8,14-8,19-14,200,200
8-8,14-8,19-19,200,200
8-8,14-8,19-2,200,200
8-8,14-8,19-20,200,200
8-8,14-8,19-3,200,200
8-8,14-8,19-4,200,200
8-8,14-8,19-6,200,200
8-8,14-8,19-7,200,200
8-8,14-8,19-8,200,200
8-8,14-8,19-9,200,200
8-8,14-8,2-12,200,200
8-8,14-8,2-13,200,200
8-8,14-8,2-14,200,200
8-8,14-8,2-15,200,200
8-8,14-8,2-16,200,150
8-8,14-8,2-17,200,200
8-8,14-8,2-19,200,200
8-8,14-8,2-20,200,150
8-8,14-8,2-3,200,200
8-8,14-8,2-4,200,200
8-8,14-8,2-5,200,200
